iter	Precision	Logloss
331	0.9965013378	0.02795317812
332	0.9965013378	0.0278808211
333	0.9965013378	0.02775158688
334	0.9965013378	0.02755946525
335	0.9967064637	0.02742019006
336	0.9967064637	0.02730745748
337	0.9967064637	0.02720130691
338	0.9967064637	0.02705957526
339	0.9967064637	0.02694870903
340	0.9967064637	0.0267693642
341	0.9967064637	0.02658333639
342	0.9965013378	0.02651021672
343	0.996911674	0.0263646286
344	0.9967064637	0.02629716685
345	0.996911674	0.02619290675
346	0.996911674	0.02610049554
347	0.996911674	0.02604308677
348	0.996911674	0.02598064248
349	0.996911674	0.02591603617
350	0.9971169688	0.02584679076
351	0.9971169688	0.02573550629
352	0.9971169688	0.0256676613
353	0.9973223482	0.0255443214
354	0.9973223482	0.02540559391
355	0.9973223482	0.02528840428
356	0.9973223482	0.02505708356
357	0.9973223482	0.02492252933
358	0.9975278122	0.02486078617
359	0.9975278122	0.02482141603
360	0.9977333609	0.02473802694
361	0.9977333609	0.02465180962
362	0.9977333609	0.02458846459
363	0.9977333609	0.02449063357
364	0.9979389943	0.02442556513
365	0.9979389943	0.02428417575
366	0.9979389943	0.02406772028
367	0.9979389943	0.02391228515
368	0.9979389943	0.02376059412
369	0.9979389943	0.02356067606
370	0.9979389943	0.02348097334
371	0.9979389943	0.023413651
372	0.9979389943	0.02332999852
373	0.9979389943	0.0232531523
374	0.9979389943	0.02311692123
375	0.9979389943	0.02295048234
376	0.9979389943	0.02283719391
377	0.9979389943	0.02269857523
378	0.9979389943	0.02263392021
379	0.9979389943	0.02258812804
380	0.9979389943	0.02244427203
381	0.9979389943	0.02235667242
382	0.9979389943	0.02225893315
383	0.9979389943	0.02210585088
384	0.9979389943	0.02202653627
385	0.9979389943	0.02196105167
386	0.9979389943	0.02187208634
387	0.9979389943	0.02169789614
388	0.9979389943	0.02159045963
389	0.9979389943	0.02145056842
390	0.9979389943	0.02140937074
391	0.9979389943	0.02137114424
392	0.9979389943	0.02131386513
393	0.9979389943	0.02127352944
394	0.9979389943	0.02123662758
395	0.9979389943	0.02113655005
396	0.9983505155	0.02108329786
397	0.9983505155	0.0210273557
398	0.9981447125	0.02096287633
399	0.9981447125	0.02087189123
400	0.9981447125	0.02077113317
401	0.9981447125	0.02072385254
402	0.9981447125	0.02060702466
403	0.9981447125	0.02050531178
404	0.9981447125	0.02040975488
405	0.9981447125	0.02029742373
406	0.9981447125	0.02017370024
407	0.9981447125	0.02009975069
408	0.9981447125	0.02005770182
409	0.9981447125	0.02001565526
410	0.9981447125	0.01998661967
411	0.9981447125	0.01990154135
412	0.9981447125	0.01987519348
413	0.9981447125	0.0198180277
414	0.9981447125	0.01971003349
415	0.9983505155	0.0196427313
416	0.9983505155	0.01960186506
417	0.9983505155	0.01952704442
418	0.9983505155	0.0194190379
419	0.9983505155	0.0193323164
420	0.9983505155	0.01923858341
421	0.9983505155	0.01913912316
422	0.9985564034	0.01904129196
423	0.9985564034	0.01898237773
424	0.9985564034	0.01890277099
425	0.9983505155	0.01881956625
426	0.9983505155	0.01871520931
427	0.9985564034	0.01864955534
428	0.9985564034	0.0185514101
429	0.9985564034	0.01845371613
430	0.9985564034	0.01834555778
431	0.9985564034	0.01831558496
432	0.9985564034	0.01822998311
433	0.9985564034	0.01813922913
434	0.9985564034	0.01806461349
435	0.9987623763	0.01802443661
436	0.9987623763	0.01798203622
437	0.9987623763	0.01788547495
438	0.9987623763	0.01779956369
439	0.9987623763	0.0177596683
440	0.9987623763	0.0176924429
441	0.9987623763	0.01760343019
442	0.9987623763	0.01748411395
443	0.9987623763	0.01745559153
444	0.9987623763	0.0173584891
445	0.9987623763	0.01730917627
446	0.9987623763	0.01725140267
447	0.9987623763	0.01717945622
448	0.9987623763	0.01711599046
449	0.9987623763	0.01704134814
450	0.9987623763	0.01700378662
451	0.9987623763	0.0169552485
452	0.9987623763	0.01687245463
453	0.999174577	0.01682979544
454	0.999174577	0.01678098936
455	0.999174577	0.01673286842
456	0.999174577	0.01669363339
457	0.9989684341	0.01662037944
458	0.9989684341	0.01658182971
459	0.999174577	0.01653521381
460	0.9989684341	0.01648291189
461	0.9989684341	0.01644212884
462	0.9989684341	0.01640969929
463	0.9989684341	0.01635804055
464	0.9987623763	0.01623948394
465	0.9987623763	0.0161962023
466	0.9989684341	0.01614600885
467	0.9989684341	0.01604940488
468	0.9989684341	0.01593585439
469	0.9989684341	0.01585937553
470	0.9989684341	0.01578334235
471	0.9989684341	0.01573685584
472	0.9989684341	0.01569311338
473	0.9989684341	0.01564955086
474	0.999174577	0.01557793983
475	0.999174577	0.01547589036
476	0.999174577	0.01543753438
477	0.999174577	0.01533992193
478	0.999174577	0.0152870486
479	0.999174577	0.01523685868
480	0.999174577	0.01517719669
481	0.999174577	0.01513504627
482	0.999174577	0.01509146357
483	0.999174577	0.01504386832
484	0.999174577	0.01500301663
485	0.999174577	0.01493708208
486	0.999174577	0.0148697616
487	0.999174577	0.01483868426
488	0.999174577	0.01480314491
489	0.999174577	0.01477278603
490	0.999174577	0.01475065171
491	0.999174577	0.014713208
492	0.999380805	0.01468831718
493	0.999380805	0.01466863072
494	0.999380805	0.01465286696
495	0.999380805	0.01457982802
496	0.999380805	0.0145455146
497	0.999380805	0.01453023755
498	0.999380805	0.01450023494
499	0.999380805	0.01444133525
500	0.999380805	0.01439644064
501	0.999380805	0.01436414823
502	0.999380805	0.01428152183
503	0.999380805	0.01426798857
504	0.999380805	0.01425366011
505	0.999380805	0.01422846536
506	0.999380805	0.01421053746
507	0.999380805	0.01417268986
508	0.999380805	0.01415715389
509	0.999380805	0.01411441327
510	0.999380805	0.01408917724
511	0.999380805	0.01406537303
512	0.9995871181	0.01403885579
513	0.9995871181	0.01403056827
514	0.9995871181	0.01402461158
515	0.9995871181	0.01399108274
516	0.9995871181	0.01391318222
517	0.9995871181	0.01388628364
518	0.9997935164	0.01379724109
519	0.9997935164	0.01374251595
520	0.9997935164	0.01365470143
521	0.9997935164	0.01357205733
522	0.9997935164	0.01352930644
523	0.9997935164	0.01348108654
524	0.9997935164	0.01342831669
525	0.9997935164	0.013420716
526	0.9997935164	0.01340215723
527	0.9997935164	0.01338356688
528	0.9997935164	0.0133770581
529	0.9997935164	0.01336484664
530	0.9997935164	0.01332410415
531	0.9997935164	0.01331601303
532	0.9997935164	0.01329709242
533	0.9997935164	0.01327588422
534	0.9997935164	0.01324762026
535	0.9997935164	0.01321060134
536	0.9997935164	0.01315492527
537	0.9997935164	0.01307314226
538	0.9997935164	0.01303490438
539	0.9997935164	0.01298155844
540	0.9997935164	0.01298154259
541	0.9997935164	0.01296555194
542	0.9997935164	0.0129203191
543	0.9997935164	0.01288330037
544	0.9997935164	0.01286560998
545	0.9997935164	0.01284733871
546	0.9997935164	0.01279269103
547	0.9997935164	0.01272550866
548	0.9997935164	0.0126760469
549	0.9997935164	0.0126489609
550	0.9997935164	0.01262766484
551	0.9997935164	0.01256418694
552	0.9997935164	0.01252216089
553	0.9997935164	0.01248474522
554	0.9997935164	0.01245125162
555	0.9997935164	0.01240756388
556	0.9997935164	0.01238997832
557	0.9997935164	0.01236655263
558	0.9997935164	0.01234842078
559	0.9997935164	0.01232952143
560	0.9997935164	0.01231280631
561	0.9997935164	0.01226512885
562	0.9997935164	0.01224138713
563	0.9997935164	0.01221119719
564	0.9997935164	0.01218160704
565	0.9997935164	0.01213665953
566	0.9997935164	0.01208327988
567	0.9997935164	0.01203141458
568	0.9997935164	0.01199417449
569	0.9997935164	0.01195544483
570	0.9997935164	0.01193270511
571	0.9997935164	0.01191245077
572	0.9997935164	0.01187258438
573	0.9997935164	0.01184510304
574	0.9997935164	0.01178669599
575	0.9997935164	0.01175482393
576	0.9997935164	0.01169150927
577	0.9997935164	0.01166139161
578	0.9997935164	0.01163979235
579	0.9997935164	0.01161403605
580	0.9997935164	0.01156496279
581	0.9997935164	0.01151124993
582	0.9997935164	0.01143823628
583	0.9997935164	0.01142415692
584	0.9997935164	0.01138070824
585	0.9997935164	0.01135073246
586	0.9997935164	0.01131971271
587	0.9997935164	0.01129879308
588	0.9997935164	0.01126872687
589	1	0.01122998542
590	1	0.01120994386
591	1	0.01119312934
592	1	0.01113613064
593	1	0.01108066359
594	1	0.0110387463
595	1	0.01099054822
596	1	0.01094744559
597	1	0.01088945165
598	1	0.01085753825
599	1	0.01084899518
600	1	0.01084748224
601	1	0.01084058982
602	1	0.01079602724
603	1	0.01078374513
604	1	0.0107412678
605	1	0.01071578825
606	1	0.01069224908
607	1	0.01065799989
608	1	0.01064879277
609	1	0.01060779545
610	1	0.01058864897
611	1	0.01052527878
612	1	0.01051030924
613	1	0.01046882097
614	1	0.01045609394
615	1	0.01042399735
616	1	0.01038797679
617	1	0.01033054587
618	1	0.01027603972
619	1	0.01024333225
620	1	0.01022312191
621	1	0.01019547927
622	1	0.0101433777
623	1	0.01011710656
624	1	0.01008761371
625	1	0.01007476553
626	1	0.01005260974
627	1	0.01003345085
628	1	0.01001798358
629	1	0.009999704144
630	1	0.009999690609
631	1	0.009983425722
632	1	0.009964755017
633	1	0.009909141857
634	1	0.009881890345
635	1	0.009863540428
636	1	0.009850232203
637	1	0.009837888244
638	1	0.009816545738
639	1	0.009786881924
640	1	0.009763099586
641	1	0.009719537084
642	1	0.009691354318
643	1	0.009649872785
644	1	0.009629246188
645	1	0.009600211298
646	1	0.009582591358
647	1	0.009556376067
648	1	0.009538086539
649	1	0.009505097089
650	1	0.009481316029
651	1	0.009447787833
652	1	0.009429417169
653	1	0.009429410132
654	1	0.009428934552
655	1	0.009402932475
656	1	0.009365596518
657	1	0.00934621069
658	1	0.009325469542
659	1	0.009325462511
660	1	0.009312267567
661	1	0.009312194849
662	1	0.009308684279
663	1	0.009308328477
664	1	0.0093080708
665	1	0.009303403616
666	1	0.009303397658
667	1	0.009303391701
668	1	0.009303154808
669	1	0.00929446262
670	1	0.009294400541
671	1	0.009292696031
672	1	0.009292696031
673	1	0.009292696031
674	1	0.009292690427
675	1	0.009292684824
676	1	0.009292679222
677	1	0.009289735611
678	1	0.009289735611
679	1	0.009289735611
680	1	0.009289735611
681	1	0.009289735611
682	1	0.009287523112
683	1	0.009287438798
684	1	0.009287409715
685	1	0.009287053309
686	1	0.009287038791
687	1	0.009280780438
688	1	0.009263562991
689	1	0.009253271503
690	1	0.009240496672
691	1	0.009208600127
692	1	0.00918174817
693	1	0.009158474304
694	1	0.009133831539
695	1	0.009133783696
696	1	0.009127435722
697	1	0.009127013272
698	1	0.009126595516
699	1	0.009118204651
700	1	0.009097487346
701	1	0.009097414074
702	1	0.009088580829
703	1	0.00908832376
704	1	0.009082953164
705	1	0.009082945812
706	1	0.009082938461
707	1	0.009082931113
708	1	0.009082872358
709	1	0.009082813702
710	1	0.009080585364
711	1	0.009080585364
712	1	0.009080585364
713	1	0.009080585364
714	1	0.009080585364
715	1	0.009059439215
716	1	0.009034589574
717	1	0.00901638997
718	1	0.009014695035
719	1	0.008998974747
720	1	0.00899894554
721	1	0.008972497909
722	1	0.00897247968
723	1	0.008972472316
724	1	0.008972464954
725	1	0.008963614653
726	1	0.008963607187
727	1	0.008963599723
728	1	0.008963540047
729	1	0.008958528456
730	1	0.008958258262
731	1	0.008958204218
732	1	0.008958197471
733	1	0.008953506431
734	1	0.008953481577
735	1	0.008946622566
736	1	0.008927605867
737	1	0.00890068415
738	1	0.008872726312
739	1	0.008858452072
740	1	0.008858430997
741	1	0.00884371803
742	1	0.008817167848
743	1	0.008817140626
744	1	0.008798441664
745	1	0.008761039817
746	1	0.008747725599
747	1	0.008747721126
748	1	0.008735210663
749	1	0.008722328916
750	1	0.008712757878
751	1	0.00868954575
752	1	0.008659666941
753	1	0.008637190065
754	1	0.008618393841
755	1	0.008586233574
756	1	0.008586136251
757	1	0.008569064838
758	1	0.008569024918
759	1	0.008547267173
760	1	0.008528869442
761	1	0.00850925612
762	1	0.008488569506
763	1	0.008453958434
764	1	0.008428052697
765	1	0.008408611338
766	1	0.008378278685
767	1	0.008361295611
768	1	0.008343417028
769	1	0.008308244536
770	1	0.008285141304
771	1	0.008263781839
772	1	0.008251185683
773	1	0.008251159914
774	1	0.008250904781
775	1	0.008250602817
776	1	0.008250552309
777	1	0.008250552309
778	1	0.008250552309
779	1	0.008250552309
780	1	0.008250552309
781	1	0.008250552309
782	1	0.008250552309
783	1	0.008250552309
784	1	0.008250552309
785	1	0.008250552309
786	1	0.008250552309
787	1	0.008250552309
788	1	0.008250552309
789	1	0.008250552309
790	1	0.008250552309
791	1	0.008239470828
792	1	0.008226280446
793	1	0.008219027017
794	1	0.008206786672
795	1	0.008201939956
796	1	0.008175213978
797	1	0.008148263804
798	1	0.008123396507
799	1	0.008123391148
800	1	0.008098257402
801	1	0.008098214587
802	1	0.008098193209
803	1	0.008098190539
804	1	0.008098169182
805	1	0.008098169182
806	1	0.008098169182
807	1	0.008098169182
808	1	0.008098169182
809	1	0.008098169182
810	1	0.008098169182
811	1	0.008098169182
812	1	0.008098169182
813	1	0.008098169182
814	1	0.008098169182
815	1	0.008098169182
816	1	0.008098169182
817	1	0.008098169182
818	1	0.008098169182
819	1	0.008098169182
820	1	0.008098169182
821	1	0.008098169182
822	1	0.008098169182
823	1	0.008098169182
824	1	0.008098169182
825	1	0.008098169182
826	1	0.008098169182
827	1	0.008098169182
828	1	0.008098169182
829	1	0.008098169182
830	1	0.008098169182
831	1	0.008098169182
832	1	0.008098169182
833	1	0.008098169182
834	1	0.008098169182
835	1	0.008098169182
836	1	0.008098169182
837	1	0.008098169182
838	1	0.008098169182
839	1	0.008098169182
840	1	0.008098169182
841	1	0.00809814758
842	1	0.008098144913
843	1	0.008081317062
844	1	0.008051676151
845	1	0.008045495627
846	1	0.008045495627
847	1	0.008045495627
848	1	0.008045495627
849	1	0.008045495627
850	1	0.008045495627
851	1	0.008045495627
852	1	0.008045495627
853	1	0.008045495627
854	1	0.008045495627
855	1	0.008045495627
856	1	0.008045495627
857	1	0.008045495627
858	1	0.008045495627
859	1	0.008045495627
860	1	0.008045495627
861	1	0.008045495627
862	1	0.008045495627
863	1	0.008045495627
864	1	0.008045495627
865	1	0.008045495627
866	1	0.008045495627
867	1	0.008045495627
868	1	0.008045495627
869	1	0.008045495627
870	1	0.008045495627
871	1	0.008045495627
872	1	0.008045495627
873	1	0.008045495627
874	1	0.008045495627
875	1	0.008045495627
876	1	0.008045495627
877	1	0.008045495627
878	1	0.008045495627
879	1	0.008045495627
880	1	0.008045495627
881	1	0.008045495627
882	1	0.008045495627
883	1	0.008045495627
884	1	0.008045495627
885	1	0.008045495627
886	1	0.008031284591
887	1	0.008031279429
888	1	0.008012619573
889	1	0.007987032236
890	1	0.007956636051
891	1	0.007932997239
892	1	0.007920829281
893	1	0.007900407139
894	1	0.007866436684
895	1	0.007858433133
896	1	0.007848989891
897	1	0.007848945272
898	1	0.007836409929
899	1	0.007836407267
900	1	0.00783638597
901	1	0.007836364691
902	1	0.007836362033
903	1	0.007836340773
904	1	0.007836330151
905	1	0.007836319533
906	1	0.007836298308
907	1	0.007836287703
908	1	0.007836277102
909	1	0.007836255911
910	1	0.007836234737
911	1	0.00783621358
912	1	0.007836192441
913	1	0.007836171318
914	1	0.007836168679
915	1	0.007836147576
916	1	0.007836126489
917	1	0.007836123855
918	1	0.00783611332
919	1	0.00783607121
920	1	0.007836068582
921	1	0.007835984539
922	1	0.00783597406
923	1	0.007835963585
924	1	0.007835953115
925	1	0.007835942648
926	1	0.007835937417
927	1	0.007835932186
928	1	0.007835926957
929	1	0.007835916501
930	1	0.007832926146
931	1	0.007832920871
932	1	0.007832670998
933	1	0.007832629218
934	1	0.007832587504
935	1	0.0078325849
936	1	0.007832543256
937	1	0.007832540657
938	1	0.007832538057
939	1	0.007832538057
940	1	0.007816456562
941	1	0.007816386403
942	1	0.007791219787
943	1	0.007756294146
944	1	0.00774509611
945	1	0.007745088128
946	1	0.007745055358
947	1	0.007744989887
948	1	0.007744957202
949	1	0.007744940871
950	1	0.00774493679
951	1	0.007744871525
952	1	0.007744867452
953	1	0.007744834872
954	1	0.00774480232
955	1	0.007744791764
956	1	0.007744791764
957	1	0.007744791764
958	1	0.007744791764
959	1	0.007744791764
960	1	0.007744791764
961	1	0.007744791764
962	1	0.007744791764
963	1	0.007744791764
964	1	0.007744791764
965	1	0.007744791764
966	1	0.007744791764
967	1	0.007744791764
968	1	0.007744791764
969	1	0.007744791764
970	1	0.007744791764
971	1	0.007744791764
972	1	0.007744791764
973	1	0.007744791764
974	1	0.007744791764
975	1	0.007744791764
976	1	0.007744791764
977	1	0.007744791764
978	1	0.007744791764
979	1	0.007744791764
980	1	0.007744791764
981	1	0.007744791764
982	1	0.007744791764
983	1	0.007744791764
984	1	0.007744791764
985	1	0.007744791764
986	1	0.007744791764
987	1	0.007744791764
988	1	0.007744791764
989	1	0.007744791764
990	1	0.007744791764
991	1	0.007744791764
992	1	0.007744791764
993	1	0.007744791764
994	1	0.007744791764
995	1	0.007744791764
996	1	0.007744791764
997	1	0.007744791764
998	1	0.007744791764
999	1	0.007744791764
